city,loc,pop,state,zip
BRUCE,-91.290622,2654,WI,54819
BRULE,-91.553862,902,WI,54820
CABLE,-91.224438,1311,WI,54821
CAMERON,-91.730992,3314,WI,54822
CENTURIA,-92.547741,1791,WI,54824
COMSTOCK,-92.085961,473,WI,54826
CORNUCOPIA,-91.097421,242,WI,54827
NEW POST,-91.327825,377,WI,54828
CUMBERLAND,-92.029709,4229,WI,54829
DAIRYLAND,-92.265995,1855,WI,54830
DRUMMOND,-91.285569,329,WI,54832
EXELAND,-91.223819,939,WI,54835
FOXBORO,-92.149254,1528,WI,54836
CLAM FALLS,-92.426482,4011,WI,54837
GORDON,-91.803301,1088,WI,54838
GRAND VIEW,-91.107465,280,WI,54839
EVERGREEN,-92.662685,4008,WI,54840
NORTH WOODS BEAC,-91.397659,9339,WI,54843
HERBSTER,-91.233193,230,WI,54844
HERTEL,-92.140419,110,WI,54845
HIGH BRIDGE,-90.73826,536,WI,54846
IRON RIVER,-91.421056,1777,WI,54847
LADYSMITH,-91.108804,6737,WI,54848
LAKE NEBAGAMON,-91.740243,1824,WI,54849
LA POINTE,-90.603622,17,WI,54850
LUCK,-92.416391,2131,WI,54853
MAPLE,-91.702015,891,WI,54854
MARENGO,-90.839991,592,WI,54855
DELTA,-91.057511,1519,WI,54856
MILLTOWN,-92.501739,1570,WI,54858
MINONG,-91.850628,1451,WI,54859
OJIBWA,-91.110922,401,WI,54862
POPLAR,-91.825345,1064,WI,54864
PORT WING,-91.392016,544,WI,54865
RADISSON,-91.22615,509,WI,54867
CANTON,-91.733544,13996,WI,54868
SARONA,-91.762103,1201,WI,54870
SHELL LAKE,-91.960606,3450,WI,54871
SIREN,-92.389151,2495,WI,54872
BARNES,-91.770154,2443,WI,54873
WENTWORTH,-91.945805,3029,WI,54874
EARL,-91.677734,970,WI,54875
STONE LAKE,-91.509291,1662,WI,54876
SUPERIOR,-92.091174,29513,WI,54880
TREGO,-91.858051,1037,WI,54888
TURTLE LAKE,-92.178142,2048,WI,54889
WASHBURN,-90.909516,3177,WI,54891
WEBSTER,-92.322722,3012,WI,54893
WEYERHAEUSER,-91.428944,858,WI,54895
LORETTA,-90.949591,1385,WI,54896
OSHKOSH,-88.543635,57187,WI,54901
OSHKOSH,-88.607015,12608,WI,54904
ALMOND,-89.358364,2002,WI,54909
APPLETON,-88.397649,25970,WI,54911
APPLETON,-88.432608,23028,WI,54914
APPLETON,-88.399902,42119,WI,54915
BANCROFT,-89.530438,1368,WI,54921
BEAR CREEK,-88.740375,1488,WI,54922
BERLIN,-88.949009,8132,WI,54923
CAROLINE,-88.888749,293,WI,54928
CLINTONVILLE,-88.742999,8902,WI,54929
COLOMA,-89.494332,1364,WI,54930
ELDORADO,-88.638827,765,WI,54932
TAYCHEEDAH,-88.429149,37093,WI,54935
NORTH FOND DU LA,-88.481264,14665,WI,54937
FREMONT,-88.844852,3211,WI,54940
GREEN LAKE,-88.96847,2504,WI,54941
GREENVILLE,-88.569579,1722,WI,54942
HANCOCK,-89.534448,1214,WI,54943
HORTONVILLE,-88.62813,5602,WI,54944
IOLA,-89.137311,2589,WI,54945
KING,-89.113739,661,WI,54946
LARSEN,-88.696305,1863,WI,54947
LEOPOLIS,-88.872223,403,WI,54948
MANAWA,-88.916444,2749,WI,54949
MARION,-88.876706,3071,WI,54950
MENASHA,-88.417536,22505,WI,54952
NEENAH,-88.479201,34261,WI,54956
NESHKORO,-89.233572,2210,WI,54960
NEW LONDON,-88.755428,13037,WI,54961
OGDENSBURG,-89.011851,1509,WI,54962
OMRO,-88.751933,5678,WI,54963
PICKETT,-88.713457,518,WI,54964
PINE RIVER,-89.040415,2148,WI,54965
PLAINFIELD,-89.455896,2336,WI,54966
POY SIPPI,-88.926835,232,WI,54967
PRINCETON,-89.124913,3101,WI,54968
REDGRANITE,-89.098125,2093,WI,54970
RIPON,-88.842433,10694,WI,54971
ROSENDALE,-88.641704,2012,WI,54974
SCANDINAVIA,-89.165042,1097,WI,54977
TILLEDA,-88.907498,58,WI,54978
VAN DYNE,-88.510008,1403,WI,54979
WAUPACA,-89.110143,11716,WI,54981
WAUTOMA,-89.266551,6318,WI,54982
WEYAUWEGA,-88.941047,3886,WI,54983
WILD ROSE,-89.195252,2127,WI,54984
WINNECONNE,-88.721384,3887,WI,54986
AFTON,-92.823358,4357,MN,55001
BAYPORT,-92.784375,3200,MN,55003
EAST BETHEL,-93.233088,2821,MN,55005
BRAHAM,-93.203695,1944,MN,55006
QUAMBA,-92.98347,1222,MN,55007
CAMBRIDGE,-93.288935,14444,MN,55008
CANNON FALLS,-92.863995,7590,MN,55009
CASTLE ROCK,-93.109241,1480,MN,55010
CEDAR EAST BETHE,-93.265834,6874,MN,55011
CHISAGO CITY,-92.892134,2905,MN,55013
CIRCLE PINES,-93.143984,19791,MN,55014
COTTAGE GROVE,-92.939283,22265,MN,55016
DALBO,-93.441918,616,MN,55017
STANTON,-92.974779,2009,MN,55018
DUNDAS,-93.20369,803,MN,55019
ELKO,-93.383555,4146,MN,55020
FARIBAULT,-93.28179,21450,MN,55021
FARMINGTON,-93.153891,10145,MN,55024
FOREST LAKE,-92.974894,14749,MN,55025
FRONTENAC,-92.328103,1698,MN,55026
GOODHUE,-92.571743,1928,MN,55027
GRASSTON,-93.196226,1007,MN,55030
HAMPTON,-92.946673,1780,MN,55031
HARRIS,-93.039545,2026,MN,55032
WELCH,-92.862566,20769,MN,55033
HINCKLEY,-92.899333,2611,MN,55037
CENTERVILLE,-93.003493,6520,MN,55038
ISANTI,-93.226565,8004,MN,55040
LAKE CITY,-92.283778,5154,MN,55041
LAKE ELMO,-92.90565,5903,MN,55042
LAKELAND,-92.771592,3792,MN,55043
LAKEVILLE,-93.257802,17741,MN,55044
LINDSTROM,-92.842076,5991,MN,55045
VESELI,-93.423594,4020,MN,55046
MARINE ON SAINT,-92.822952,4310,MN,55047
MEDFORD,-93.243721,1305,MN,55049
MORA,-93.294234,10652,MN,55051
MORRISTOWN,-93.452512,1425,MN,55052
NERSTRAND,-93.0855,687,MN,55053
NEWPORT,-92.998603,3720,MN,55055
NORTH BRANCH,-92.937097,6024,MN,55056
NORTHFIELD,-93.166826,17995,MN,55057
OWATONNA,-93.21914,23860,MN,55060
BEROUN,-92.982604,6858,MN,55063
RANDOLPH,-93.019619,370,MN,55065
RED WING,-92.548559,17033,MN,55066
ROCK CREEK,-92.930826,1040,MN,55067
ROSEMOUNT,-93.158844,14747,MN,55068
RUSH CITY,-92.997876,3566,MN,55069
SAINT FRANCIS,-93.359832,2789,MN,55070
SAINT PAUL PARK,-92.987331,5517,MN,55071
MARKVILLE,-92.871001,3299,MN,55072
SCANDIA,-92.829158,2024,MN,55073
SHAFER,-92.760889,1519,MN,55074
SOUTH SAINT PAUL,-93.046013,20027,MN,55075
INVER GROVE HEIG,-93.034746,14444,MN,55076
INVER GROVE HEIG,-93.073938,8309,MN,55077
STACY,-93.017743,5936,MN,55079
STANCHFIELD,-93.243302,913,MN,55080
OAK PARK HEIGHTS,-92.830032,25247,MN,55082
TAYLORS FALLS,-92.690593,1421,MN,55084
WARSAW,-93.364181,1236,MN,55087
WEBSTER,-93.334418,1452,MN,55088
WELCH,-92.726259,678,MN,55089
EAST BETHEL,-93.068565,7514,MN,55092
SAINT PAUL,-93.083167,18352,MN,55101
SAINT PAUL,-93.120852,18585,MN,55102
SAINT PAUL,-93.121594,12169,MN,55103
SAINT PAUL,-93.15797,46396,MN,55104
SAINT PAUL,-93.165148,26216,MN,55105
SAINT PAUL,-93.048817,47905,MN,55106
WEST SAINT PAUL,-93.086157,15825,MN,55107
LAUDERDALE,-93.17458,17285,MN,55108
NORTH SAINT PAUL,-93.017072,28263,MN,55109
WHITE BEAR LAKE,-93.011299,38649,MN,55110
FORT SNELLING,-93.202579,97,MN,55111
NEW BRIGHTON,-93.199691,44128,MN,55112
ROSEVILLE,-93.149245,37302,MN,55113
SAINT PAUL,-93.198067,1402,MN,55114
WHITE BEAR LAKE,-92.954847,6201,MN,55115
SAINT PAUL,-93.172747,23868,MN,55116
LITTLE CANADA,-93.103659,38771,MN,55117
WEST SAINT PAUL,-93.096435,25866,MN,55118
MAPLEWOOD,-93.008019,33887,MN,55119
EAGAN,-93.12902,3113,MN,55120
EAGAN,-93.16753,6047,MN,55121
EAGAN,-93.196937,23875,MN,55122
EAGAN,-93.14135,17487,MN,55123
APPLE VALLEY,-93.20776,34598,MN,55124
WOODBURY,-92.951413,20075,MN,55125
SHOREVIEW,-93.134367,24597,MN,55126
VADNAIS HEIGHTS,-93.07875,14628,MN,55127
OAKDALE,-92.968128,19099,MN,55128
MENDOTA,-93.161221,164,MN,55150
ALBERTVILLE,-93.646899,3132,MN,55301
ANNANDALE,-94.106072,6174,MN,55302
RAMSEY,-93.407822,33161,MN,55303
HAM LAKE,-93.284531,25122,MN,55304
ARLINGTON,-94.076195,2997,MN,55307
BECKER,-93.840966,3589,MN,55308
BIG LAKE,-93.739917,6703,MN,55309
BIRD ISLAND,-94.871634,1885,MN,55310
BROWNTON,-94.330611,1686,MN,55312
BUFFALO,-93.863479,8942,MN,55313
BUFFALO LAKE,-94.591207,1431,MN,55314
CARVER,-93.687949,1181,MN,55315
CHAMPLIN,-93.381927,16849,MN,55316
CHANHASSEN,-93.535906,8499,MN,55317
CHASKA,-93.608314,13907,MN,55318
CLEAR LAKE,-93.968391,3280,MN,55319
CLEARWATER,-94.045246,1752,MN,55320
COKATO,-94.191054,4053,MN,55321
COLOGNE,-93.798249,2298,MN,55322
DARWIN,-94.424926,933,MN,55324
DASSEL,-94.330475,4818,MN,55325
DAYTON,-93.466795,4251,MN,55327
DELANO,-93.801644,5574,MN,55328
EDEN VALLEY,-94.603911,1955,MN,55329
ELK RIVER,-93.5814,17703,MN,55330
EXCELSIOR,-93.579132,15860,MN,55331
FAIRFAX,-94.725626,2250,MN,55332
FRANKLIN,-94.893094,702,MN,55333
GAYLORD,-94.195543,3099,MN,55334
GIBBON,-94.54668,1718,MN,55335
GLENCOE,-94.161554,6275,MN,55336
BURNSVILLE,-93.275283,51421,MN,55337
GREEN ISLE,-93.932635,1353,MN,55338
HAMBURG,-93.964317,696,MN,55339
HAMEL,-93.575957,4930,MN,55340
HECTOR,-94.705824,1896,MN,55342
EDEN PRAIRIE,-93.416452,40067,MN,55343
EDEN PRAIRIE,-93.437573,7901,MN,55344
MINNETONKA,-93.484997,22535,MN,55345
EDEN PRAIRIE,-93.483028,16269,MN,55346
EDEN PRAIRIE,-93.438934,15141,MN,55347
HOWARD LAKE,-94.069515,3443,MN,55349
HUTCHINSON,-94.384691,15549,MN,55350
JORDAN,-93.61946,4679,MN,55352
KIMBALL,-94.302837,2226,MN,55353
LESTER PRAIRIE,-94.055094,2160,MN,55354
LITCHFIELD,-94.526805,8528,MN,55355
LONG LAKE,-93.581798,5700,MN,55356
LORETTO,-93.669165,1492,MN,55357
MAPLE LAKE,-93.963793,4084,MN,55358
MAPLE PLAIN,-93.700214,6885,MN,55359
MAYER,-93.885925,1233,MN,55360
MONTICELLO,-93.802252,8919,MN,55362
MONTROSE,-93.931762,2847,MN,55363
MOUND,-93.656087,13251,MN,55364
NEW AUBURN,-94.20567,784,MN,55366
NEW GERMANY,-93.970131,1136,MN,55367
NORWOOD,-93.930067,1761,MN,55368
MAPLE GROVE,-93.43987,41581,MN,55369
PLATO,-94.050583,990,MN,55370
PRINCETON,-93.596143,8975,MN,55371
PRIOR LAKE,-93.410057,18539,MN,55372
ROCKFORD,-93.765832,6268,MN,55373
ROGERS,-93.581445,4957,MN,55374
SAINT MICHAEL,-93.659253,5441,MN,55376
SAVAGE,-93.343445,7764,MN,55378
SHAKOPEE,-93.519748,14755,MN,55379
SILVER CREEK,-93.949622,1835,MN,55380
SILVER LAKE,-94.197383,2012,MN,55381
SOUTH HAVEN,-94.162768,4377,MN,55382
SPRING PARK,-93.634104,1571,MN,55384
STEWART,-94.451572,1410,MN,55385
VICTORIA,-93.656094,1367,MN,55386
WACONIA,-93.7784,5844,MN,55387
WATERTOWN,-93.848159,3520,MN,55388
WATKINS,-94.429677,1998,MN,55389
WAVERLY,-93.954538,1691,MN,55390
WAYZATA,-93.520581,15196,MN,55391
WINSTED,-94.055168,2548,MN,55395
WINTHROP,-94.369847,2630,MN,55396
YOUNG AMERICA,-93.918049,2527,MN,55397
ZIMMERMAN,-93.587859,5786,MN,55398
MINNEAPOLIS,-93.268251,2716,MN,55401
MINNEAPOLIS,-93.275871,261,MN,55402
MINNEAPOLIS,-93.282841,14098,MN,55403
MINNEAPOLIS,-93.26416,19903,MN,55404
MINNEAPOLIS,-93.299096,16148,MN,55405
MINNEAPOLIS,-93.221357,31760,MN,55406
MINNEAPOLIS,-93.2545,34059,MN,55407
MINNEAPOLIS,-93.286173,29685,MN,55408
MINNEAPOLIS,-93.28182,20415,MN,55409
EDINA,-93.318187,16834,MN,55410
MINNEAPOLIS,-93.300548,30088,MN,55411
MINNEAPOLIS,-93.302033,21329,MN,55412
MINNEAPOLIS,-93.255194,12201,MN,55413
MINNEAPOLIS,-93.219904,10535,MN,55414
MINNEAPOLIS,-93.264403,4401,MN,55415
SAINT LOUIS PARK,-93.340344,26211,MN,55416
MINNEAPOLIS,-93.23606,25445,MN,55417
MINNEAPOLIS,-93.240108,30904,MN,55418
MINNEAPOLIS,-93.288618,19740,MN,55419
BLOOMINGTON,-93.276034,22028,MN,55420
COLUMBIA HEIGHTS,-93.246095,25668,MN,55421
ROBBINSDALE,-93.339769,28922,MN,55422
RICHFIELD,-93.281351,35710,MN,55423
EDINA,-93.335005,12342,MN,55424
BLOOMINGTON,-93.249413,8501,MN,55425
SAINT LOUIS PARK,-93.379627,25951,MN,55426
GOLDEN VALLEY,-93.381585,24406,MN,55427
CRYSTAL,-93.376908,33233,MN,55428
BROOKLYN CENTER,-93.340203,22597,MN,55429
BROOKLYN CENTER,-93.299068,21561,MN,55430
BLOOMINGTON,-93.312322,19428,MN,55431
FRIDLEY,-93.253905,31132,MN,55432
COON RAPIDS,-93.326253,27580,MN,55433
BLAINE,-93.242557,33410,MN,55434
EDINA,-93.371452,8926,MN,55435
EDINA,-93.370997,11750,MN,55436
BLOOMINGTON,-93.343499,19472,MN,55437
BLOOMINGTON,-93.380141,16896,MN,55438
EDINA,-93.332169,10571,MN,55439
PLYMOUTH,-93.422782,16840,MN,55441
PLYMOUTH,-93.426316,9893,MN,55442
BROOKLYN CENTER,-93.340184,20896,MN,55443
BROOKLYN CENTER,-93.302455,12538,MN,55444
BROOKLYN PARK,-93.373495,6398,MN,55445
PLYMOUTH,-93.472323,7704,MN,55446
PLYMOUTH,-93.494695,16668,MN,55447
COON RAPIDS,-93.289699,25234,MN,55448
MINNEAPOLIS,-93.247414,0,MN,55450
MINNEAPOLIS,-93.242898,8815,MN,55454
MINNEAPOLIS,-93.23928,12216,MN,55455
LORETTO,-93.664534,541,MN,55599
BRIMSON,-91.862521,176,MN,55602
FINLAND,-91.209597,565,MN,55603
GRAND MARAIS,-90.339114,2404,MN,55604
GRAND PORTAGE,-89.698862,350,MN,55605
HOVLAND,-90.04757,218,MN,55606
ISABELLA,-91.517327,402,MN,55607
LUTSEN,-90.638059,381,MN,55612
SCHROEDER,-90.933807,174,MN,55613
LITTLE MARAIS,-91.277753,2552,MN,55614
TOFTE,-90.783135,341,MN,55615
TWO HARBORS,-91.678264,6511,MN,55616
ALBORN,-92.557937,601,MN,55702
ANGORA,-92.641332,291,MN,55703
ASKOV,-92.752812,919,MN,55704
AURORA,-92.241486,3674,MN,55705
BABBITT,-91.956951,2014,MN,55706
BARNUM,-92.629167,2028,MN,55707
BOVEY,-93.372322,5077,MN,55709
BRITT,-92.632062,1229,MN,55710
BROOKSTON,-92.643005,621,MN,55711
BRUNO,-92.618994,259,MN,55712
CANYON,-92.459361,230,MN,55717
CARLTON,-92.470984,3401,MN,55718
CHISHOLM,-92.861693,7412,MN,55719
CLOQUET,-92.45282,13503,MN,55720
COHASSET,-93.639154,3694,MN,55721
COOK,-92.721038,2705,MN,55723
KELSEY,-92.444921,430,MN,55724
CRANE LAKE,-92.489596,74,MN,55725
CROMWELL,-92.873942,1048,MN,55726
CULVER,-92.552403,309,MN,55727
ELY,-91.857042,5685,MN,55731
EMBARRASS,-92.21011,1143,MN,55732
ESKO,-92.356918,4102,MN,55733
EVELETH,-92.528037,6135,MN,55734
FINLAYSON,-92.938924,1264,MN,55735
FLOODWOOD,-92.916682,1475,MN,55736
GHEEN,-92.906892,255,MN,55740
GILBERT,-92.402464,4721,MN,55741
GOODLAND,-93.146914,437,MN,55742
LA PRAIRIE,-93.527672,18067,MN,55744
HIBBING,-92.935582,20816,MN,55746
HILL CITY,-93.599397,762,MN,55748
HOLYOKE,-92.374955,160,MN,55749
HOYT LAKES,-92.140046,2348,MN,55750
IRON,-92.619502,1210,MN,55751
JACOBSON,-93.306359,387,MN,55752
KERRICK,-92.578,487,MN,55756
KETTLE RIVER,-92.904746,1136,MN,55757
MC GREGOR,-93.29562,1897,MN,55760
MAHTOWA,-92.606505,833,MN,55762
MAKINEN,-92.344584,1028,MN,55763
MEADOWLANDS,-92.788357,1172,MN,55765
MELRUDE,-92.42644,121,MN,55766
MOOSE LAKE,-92.746648,2699,MN,55767
MOUNTAIN IRON,-92.624274,1790,MN,55768
NASHWAUK,-93.216818,4058,MN,55769
BUYCK,-92.845555,1252,MN,55771
PARKVILLE,-92.584051,1787,MN,55773
PENGILLY,-93.193667,1173,MN,55775
SAGINAW,-92.391723,3185,MN,55779
SAWYER,-92.609612,833,MN,55780
STURGEON LAKE,-92.818246,1883,MN,55783
SWAN RIVER,-93.196436,231,MN,55784
SWATARA,-93.668483,331,MN,55785
TAMARACK,-93.1342,559,MN,55787
TOGO,-93.201545,632,MN,55788
TOWER,-92.287781,2280,MN,55790
VIRGINIA,-92.528525,11153,MN,55792
WARBA,-93.276417,431,MN,55793
WILLOW RIVER,-92.830931,968,MN,55795
WRENSHALL,-92.371772,839,MN,55797
WRIGHT,-93.002863,417,MN,55798
ZIM,-92.629606,507,MN,55799
DULUTH,-91.846731,230,MN,55801
DULUTH,-92.086497,2639,MN,55802
DULUTH,-92.094057,14740,MN,55803
DULUTH,-92.007433,14207,MN,55804
DULUTH,-92.094553,10849,MN,55805
DULUTH,-92.127871,9723,MN,55806
DULUTH,-92.169821,10257,MN,55807
DULUTH,-92.22261,5903,MN,55808
PROCTOR,-92.232332,6881,MN,55810
HERMANTOWN,-92.168225,23478,MN,55811
DULUTH,-92.076693,10296,MN,55812
ROCHESTER,-92.48962,33744,MN,55901
ROCHESTER,-92.483519,13594,MN,55902
ROCHESTER,-92.397276,7854,MN,55904
ROCHESTER,-92.446874,29174,MN,55906
ADAMS,-92.730494,1214,MN,55909
ALTURA,-91.974474,2913,MN,55910
AUSTIN,-92.978374,25655,MN,55912
BLOOMING PRAIRIE,-93.06081,3922,MN,55917
BROWNSDALE,-92.873752,1443,MN,55918
BROWNSVILLE,-91.301226,995,MN,55919
BYRON,-92.630753,7129,MN,55920
CALEDONIA,-91.483657,5049,MN,55921
CANTON,-91.912957,1390,MN,55922
CHATFIELD,-92.157351,3949,MN,55923
CLAREMONT,-92.988839,979,MN,55924
DAKOTA,-91.39404,725,MN,55925
DEXTER,-92.726764,588,MN,55926
DODGE CENTER,-92.855376,3319,MN,55927
DOVER,-92.141511,1265,MN,55929
ELGIN,-92.253493,1494,MN,55932
ELKTON,-92.710407,721,MN,55933
VIOLA,-92.244068,2579,MN,55934
FOUNTAIN,-92.142288,662,MN,55935
GRAND MEADOW,-92.569203,1653,MN,55936
GRANGER,-92.156115,385,MN,55937
HARMONY,-92.014511,1853,MN,55939
HAYFIELD,-92.817489,2254,MN,55940
HOKAH,-91.345472,1289,MN,55941
HOUSTON,-91.562565,3337,MN,55943
KASSON,-92.74642,4420,MN,55944
THEILMAN,-92.00839,738,MN,55945
KENYON,-93.019661,3437,MN,55946
LA CRESCENT,-91.326325,6700,MN,55947
LANESBORO,-91.987719,1191,MN,55949
LE ROY,-92.506464,1478,MN,55951
LEWISTON,-91.866162,2038,MN,55952
LYLE,-92.932818,1314,MN,55953
MABEL,-91.780636,1470,MN,55954
MANTORVILLE,-92.757962,1324,MN,55955
MAZEPPA,-92.520683,1560,MN,55956
MILLVILLE,-92.267188,579,MN,55957
MINNESOTA CITY,-91.741808,1185,MN,55959
ORONOCO,-92.48496,3319,MN,55960
OSTRANDER,-92.415744,654,MN,55961
PETERSON,-91.844338,901,MN,55962
PINE ISLAND,-92.661347,3832,MN,55963
PLAINVIEW,-92.162125,3303,MN,55964
PRESTON,-92.096039,1866,MN,55965
RACINE,-92.531013,1107,MN,55967
ROLLINGSTONE,-91.815795,1085,MN,55969
ROSE CREEK,-92.862082,952,MN,55970
RUSHFORD,-91.75365,2809,MN,55971
SAINT CHARLES,-92.051738,3704,MN,55972
SARGEANT,-92.759517,349,MN,55973
SPRING GROVE,-91.636788,2333,MN,55974
SPRING VALLEY,-92.367985,4506,MN,55975
STEWARTVILLE,-92.454654,6847,MN,55976
TAOPI,-92.633455,350,MN,55977
THEILMAN,-92.211579,402,MN,55978
UTICA,-91.941737,599,MN,55979
WABASHA,-92.036058,3743,MN,55981
WALTHAM,-92.873446,561,MN,55982
WANAMINGO,-92.810258,1319,MN,55983
WEST CONCORD,-92.882495,2040,MN,55985
WHALAN,-91.918863,269,MN,55986
GOODVIEW,-91.653348,34518,MN,55987
WYKOFF,-92.267921,954,MN,55990
HAMMOND,-92.403967,1720,MN,55991
ZUMBROTA,-92.671863,3535,MN,55992
MANKATO,-93.996044,38417,MN,56001
NORTH MANKATO,-94.031476,11629,MN,56003
ALBERT LEA,-93.370672,21186,MN,56007
ALDEN,-93.582307,1660,MN,56009
AMBOY,-94.177353,1449,MN,56010
BELLE PLAINE,-93.760394,4623,MN,56011
BLUE EARTH,-94.092379,5090,MN,56013
BRICELYN,-93.821081,912,MN,56014
CLARKS GROVE,-93.323222,956,MN,56016
CLEVELAND,-93.828622,1258,MN,56017
COMFREY,-94.91345,981,MN,56019
CONGER,-93.522358,277,MN,56020
COURTLAND,-94.348229,1122,MN,56021
DARFUR,-94.813416,331,MN,56022
DELAVAN,-94.022488,310,MN,56023
EAGLE LAKE,-93.871912,2218,MN,56024
EASTON,-93.933994,793,MN,56025
ELLENDALE,-93.319492,1051,MN,56026
ELMORE,-94.098368,1125,MN,56027
ELYSIAN,-93.696498,1303,MN,56028
EMMONS,-93.482441,599,MN,56029
ESSIG,-94.56823,522,MN,56030
FAIRMONT,-94.45095,12732,MN,56031
FREEBORN,-93.574543,632,MN,56032
FROST,-93.936099,388,MN,56033
GARDEN CITY,-94.179084,460,MN,56034
GENEVA,-93.267096,524,MN,56035
GLENVILLE,-93.261761,1254,MN,56036
GOOD THUNDER,-94.067662,941,MN,56037
GRANADA,-94.330731,681,MN,56039
HANSKA,-94.493267,1184,MN,56041
HARTLAND,-93.476953,612,MN,56042
HAYWARD,-93.237727,705,MN,56043
HENDERSON,-93.934487,1785,MN,56044
HOLLANDALE,-93.167989,2346,MN,56045
HOPE,-93.345823,520,MN,56046
HUNTLEY,-94.201567,469,MN,56047
JANESVILLE,-93.709462,2996,MN,56048
KASOTA,-93.945319,1958,MN,56050
KIESTER,-93.710191,923,MN,56051
KILKENNY,-93.516397,1249,MN,56052
LAFAYETTE,-94.436463,2268,MN,56054
LAKE CRYSTAL,-94.218385,3350,MN,56055
LE CENTER,-93.721428,3284,MN,56057
LE SUEUR,-93.885588,5491,MN,56058
LEWISVILLE,-94.428854,568,MN,56060
LONDON,-93.116527,437,MN,56061
MADELIA,-94.410994,3012,MN,56062
MADISON LAKE,-93.828893,2135,MN,56063
MANCHESTER,-93.460654,552,MN,56064
MAPLETON,-93.954247,2299,MN,56065
MERIDEN,-93.351167,693,MN,56067
MINNESOTA LAKE,-93.828201,944,MN,56068
MONTGOMERY,-93.581024,3026,MN,56069
NEW PRAGUE,-93.580473,6601,MN,56071
NEW RICHLAND,-93.499541,1964,MN,56072
NEW ULM,-94.464421,15142,MN,56073
NICOLLET,-94.186701,1654,MN,56074
NORTHROP,-94.43495,724,MN,56075
OAKLAND,-93.111325,394,MN,56076
OTISCO,-93.474097,623,MN,56077
PEMBERTON,-93.818449,880,MN,56078
SAINT CLAIR,-93.844932,1083,MN,56080
SAINT JAMES,-94.622935,6472,MN,56081
SAINT PETER,-93.981061,11277,MN,56082
SANBORN,-95.132793,1030,MN,56083
SLEEPY EYE,-94.727251,6092,MN,56085
SPRINGFIELD,-94.979204,2915,MN,56087
TRUMAN,-94.431862,2319,MN,56088
TWIN LAKES,-93.388667,926,MN,56089
VERNON CENTER,-94.214212,942,MN,56090
WALDORF,-93.704264,962,MN,56091
WALTERS,-93.70102,400,MN,56092
WASECA,-93.510828,11534,MN,56093
WATERVILLE,-93.575063,2390,MN,56096
WELLS,-93.732069,3585,MN,56097
WINNEBAGO,-94.16324,1998,MN,56098
WILDER,-95.151531,6224,MN,56101
ADRIAN,-95.927261,1899,MN,56110
ALPHA,-94.905088,674,MN,56111
AMIRET,-95.719046,556,MN,56112
ARCO,-96.199913,515,MN,56113
AVOCA,-95.600152,572,MN,56114
BALATON,-95.88377,1305,MN,56115
BEAVER CREEK,-96.369771,694,MN,56116
BIGELOW,-95.651527,633,MN,56117
BINGHAM LAKE,-95.04571,432,MN,56118
BREWSTER,-95.480676,800,MN,56119
BUTTERFIELD,-94.795627,894,MN,56120
CEYLON,-94.614908,1051,MN,56121
CHANDLER,-95.929616,808,MN,56122
CURRIE,-95.695323,1254,MN,56123
DELFT,-95.047234,363,MN,56124
DOVRAY,-95.527082,277,MN,56125
DUNDEE,-95.499286,414,MN,56126
DUNNELL,-94.787558,452,MN,56127
EDGERTON,-96.146333,2045,MN,56128
ELLSWORTH,-96.011248,852,MN,56129
FULDA,-95.597937,1792,MN,56131
GARVIN,-95.767215,471,MN,56132
HADLEY,-95.869025,429,MN,56133
HARDWICK,-96.21607,461,MN,56134
HENDRICKS,-96.407753,1305,MN,56136
HERON LAKE,-95.326736,1190,MN,56137
HILLS,-96.364527,1072,MN,56138
HOLLAND,-96.190277,682,MN,56139
IONA,-95.771769,434,MN,56141
IVANHOE,-96.226059,1683,MN,56142
JACKSON,-94.993827,5119,MN,56143
JASPER,-96.385035,1220,MN,56144
JEFFERS,-95.154664,1000,MN,56145
KANARANZI,-96.111306,320,MN,56146
KENNETH,-96.10886,523,MN,56147
LAKE BENTON,-96.291035,1323,MN,56149
LAKEFIELD,-95.184834,3233,MN,56150
LAKE WILSON,-95.97973,749,MN,56151
LAMBERTON,-95.273946,1736,MN,56152
LEOTA,-96.005392,504,MN,56153
LISMORE,-95.968178,494,MN,56155
LUVERNE,-96.221562,5436,MN,56156
LYND,-95.923284,1005,MN,56157
MAGNOLIA,-96.100825,458,MN,56158
MOUNTAIN LAKE,-94.927313,2506,MN,56159
ODIN,-94.77402,382,MN,56160
OKABENA,-95.338112,606,MN,56161
ORMSBY,-94.687255,221,MN,56162
HATFIELD,-96.322762,5923,MN,56164
READING,-95.738945,400,MN,56165
REVERE,-95.399588,459,MN,56166
ROUND LAKE,-95.450151,1236,MN,56167
RUSHMORE,-95.776728,726,MN,56168
RUSSELL,-95.942564,781,MN,56169
FLORENCE,-96.079028,737,MN,56170
SHERBURN,-94.726877,2275,MN,56171
SLAYTON,-95.755448,2535,MN,56172
STEEN,-96.243868,526,MN,56173
STORDEN,-95.301926,537,MN,56174
TRACY,-95.621301,2390,MN,56175
TRIMONT,-94.71863,1349,MN,56176
TYLER,-96.130235,1940,MN,56178
VERDI,-96.372429,234,MN,56179
WALNUT GROVE,-95.496451,1277,MN,56180
WELCOME,-94.588593,1435,MN,56181
